abstract,label
"With the extensive research and development of renewable energy technologies, there is an increasing interest in developing metal-free carbons as a new class of bifunctional electrocatalysts for boosting the performance of metal–air batteries. Along with significant understanding of the electrocatalytic nature and the rapid development of techniques, the activities of carbon electrocatalysts are well-tailored by introducing particular dopants/defects and structure regulation. Herein, the recent advances regarding the rational design of carbon-based electrocatalysts for the oxygen reduction reaction and oxygen evolution reaction are summarized, with a special focus on the bifunctional applications in Zn–air and Li–air batteries. Specifically, the atomic modulation strategies to regulate the electrocatalytic activities of carbons and structure modification are summarized to gain deep insights into bifunctional mechanisms and boost advanced Zn–air and Li–air batteries. The current challenges and future perspectives are also addressed to accelerate the exploration of promising bifunctional carbon catalysts for renewable energy technologies, particularly metal–air batteries.",16
"With the rapid development of wearable and intelligent flexible electronic devices (FEDs), the demand for flexible energy storage/conversion devices (ESCDs) has also increased. Rechargeable flexible metal-air batteries (MABs) are expected to be one of the most ideal ESCDs due to their high theoretical energy density, cost advantage, and strong deformation adaptability. With the improvement of the device design, material assemblies, and manufacturing technology, the research on the electrochemical performance of flexible MABs has made significant progress. However, achieving the high mechanical flexibility, high safety, and wearable comfortability required by FEDs while maintaining the high performance of flexible MABs are still a daunting challenge. In this review, flexible Zn-air and Li-air batteries are mainly exemplified to describe the most recent progress and challenges of flexible MABs. We start with an overview of the structure and configuration of the flexible MABs and discuss their impact on battery performance and function. Then it focuses on the research progress of flexible metal anodes, gel polymer electrolytes, and air cathodes. Finally, the main challenges and future research perspectives involving flexible MABs for FEDs are proposed.",16
"Lithium–oxygen (Li–O2) batteries have been envisaged and pursued as the long-term successor to Li-ion batteries, due to the highest theoretical energy density among all known battery chemistries. However, their practical application is hindered by low energy efficiency, sluggish kinetics, and a reliance on catalysts for the oxygen reduction and evolution reactions (ORR/OER). In a superoxide battery, oxygen is also used as the cathodic active medium but is reduced only to superoxide (O2•–), the anion formed by adding an electron to a diatomic oxygen molecule. Therefore, O2/O2•– is a unique single-electron ORR/OER process. Since the introduction of K–O2 batteries by our group in 2013, superoxide batteries based on potassium superoxide (KO2) have attracted increasing interest as promising energy storage devices due to their significantly lower overpotentials and costs. We have selected potassium for building the superoxide battery because it is the lightest alkali metal cation to form the thermodynamically stable superoxide (KO2) product. This allows the battery to operate through the proposed facile one-electron redox process of O2/KO2. This strategy provides an elegant solution to the long-lasting kinetic challenge of ORR/OER in metal–oxygen batteries without using any electrocatalysts. Over the past five years, we have been focused on understanding the electrolyte chemistry, especially at the electrode/electrolyte interphase, and the electrolyte’s stability in the presence of potassium metal and superoxide. In this Account, we examine our advances and understanding of the chemistry in superoxide batteries, with an emphasis on our systematic investigation of K–O2 batteries. We first introduce the K metal anode electrochemistry and its corrosion induced by electrolyte decomposition and oxygen crossover. Tuning the electrolyte composition to form a stable solid electrolyte interphase (SEI) is demonstrated to alleviate electrolyte decomposition and O2 cross-talk. We also analyze the nucleation and growth of KO2 in the oxygen electrode, as well its long-term stability. The electrochemical growth of KO2 on the cathode is correlated with the rate performance and capacity. Increasing the surface area and reducing the O2 diffusion pathway are identified as critical strategies to improve the rate performance and capacity. Li–O2 and Na–O2 batteries are further compared with the K–O2 chemistry regarding their pros and cons. Because only KO2 is thermodynamically stable at room temperature, K–O2 batteries offer reversible cathode reactions over the long-term while the counterparts undergo disproportionation. The parasitic reactions due to the reactivity of superoxide are discussed. With the trace side products quantified, the overall superoxide electrochemistry is highly reversible with an extended shelf life. Lastly, potential anode substitutes for K–O2 batteries are reviewed, including the K3Sb alloy and liquid Na–K alloy. We conclude with perspectives on the future development of the K metal anode interface, as well as the electrolyte and cathode materials to enable improved reversibility and maximized power capability. We hope this Account promotes further endeavors into the development of the K–O2 chemistry and related material technologies for superoxide battery research.",16
"Metal–air batteries (MABs), which possess exceptionally high energy density and exhibit other ideal features such as low cost, environmental benignity and safety, are regarded as promising candidates for the next generation of power sources. The performance of MABs and the challenges involved in these systems are primarily related to metal electrodes. In the present work, different types of MABs are overviewed from the perspective of the metal electrodes. Most metal electrodes that have been studied in recent years are reviewed, among which Zn, Al, Mg and Fe are highlighted. The advantages and disadvantages of each system are presented, and recent advances that address challenges such as corrosion, passivation and dendrite growth are introduced. In addition, investigations focused on revealing interactions between the metal electrodes and electrolytes or exploring electrolytes to improve the performance of metal electrodes are also discussed. Finally, a general perspective on the current situation of this field and on future research directions is provided.",16
"Flexible electronics has gained great interest in emerging wearable or rolling-up gadgets, such as foldable displays, electronic papers, and other personal multimedia devices. Subsequently, there is a need to develop energy storage devices that are pliable, inexpensive, and lightweight. Metal–air batteries have been identified as one of alternative energy storages for cost effective and high energy density applications. They offer cheaper production cost and higher energy density than most of the currently available battery technologies. Thus, they are promising candidates for flexible energy storage devices. Flexible metal–air batteries have to maintain their performances during various mechanical deformations. To date, efforts have been focused on fabricating flexible components for metal–air batteries. This review presents a brief introduction to the field, followed by progress on development of flexible electrolytes, electrodes, and prototype devices. Challenges and outlook towards the practical use of metal–air batteries are given in the last part.",16
"This article describes synthesis and basic electrochemical and structural properties of designed sodium salts- or application in liquid nonaqueous sodium electrolytes. There has been two imidazole fluorine derivative sodium salts synthesized: sodium 4,5-dicyano-2-(trifluoromethyl)imidazolate (NaTDI) and sodium 4,5-dicyano-2-(pentafluoroethyl)imidazolate (NaPDI). The structure of the Salts has been confirmed by means of Raman spectroscopy, nuclear magnetic resonance (C-13 NMR and F-19 NMR), X-ray diffraction thermogravimetry (TGA), and differential scanning calorimetry (DSC). Electrochemical characterization included ionic conductivity measurements, dynamic viscosity, and electrochemical stability of solutions of the salts in propylene carbonate (PC) at different temperatures. Raman spectra of the electrolytes have been performed to carefully monitor the degree of ionic associations specially ion pairing tendencies.",10
"Polyether solvents are considered interesting and important candidates for Li-O-2 battery systems. Discharge of Li-O-2 battery systems forms Li oxides. Their mechanism of formation is complex. The stability of most relevant polar aprotic solvents toward these Li oxides is questionable. Specially high surface area carbon electrodes were developed for the present work In this study, several spectroscopic tools and in situ measurements using electrochemical quartz crystal microbalance (EQCM) were employed to explore the discharge-charge processes and related side reactions in Li-O-2 battery systems containing electrolyte solutions based on triglyme/lithium bis-(trifluoromethanesulfonyl)imide (LiTFSI) electrolyte solutions. The systematic mechanism of lithium oxides formation was monitored. A combination of Fourier transform infrared (FTIR), NMR, and matrix-assisted laser desorption/ionization (MALDI) measurements in conjunction with electrochemical studies demonstrated the intrinsic instability and incompatibility of polyether solvents for Li-air batteries.",0
"H-2 magic-angle spinning (MAS) NMR spectroscopy was used, in conjunction with step potential electrochemical spectroscopy (SPES), to investigate the reduction and H-insertion mechanisms of gamma-MnO2 in primary zinc alkaline batteries. Three electrolytic manganese dioxides (EMDs) were discharged in a deuterated alkaline electrolyte: a commercial EMD, and two synthetic EMDs, one prepared in a static electrolyte, and the other in a deuterated static electrolyte. Five distinct discharge processes were observed in the SPES plots, which were assigned to reduction of MnO2 near defects (1.45 V), reduction of ramsdellite and pyrolusite domains (1.1-1.3 V), formation of ZnMn2O4 (1.05 V), and reduction of Mn(III) to Mn(II) (0.95 V). The H-2 signal intensities increase up to ca. 50% of discharge and then decrease on further discharge due to the growth of non-proton-containing oxides, such as Mn2O3, Mn3O4, and ZnMn2O4. The H-2 MAS NMR spectra of the 1.4 V discharged products of all gamma-MnO2 samples were dominated by an isotropic resonance at around 300 ppm, which is assigned to deuteron environments near defects (e.g., Mn-vacancy sites). The results were compared to those for three gamma-MnO2 model compounds with different levels of De Wolff disorder, P-r approximate to 0.25, 0.61, 0.99. (C) 2004 The Electrochemical Society.",0
"The promise of high specific energies for Li-O-2 batteries has driven research toward the development of new compatible materials for this emerging technology. Obtained energies, however, fall short of the theoretical values partly due to parasitic chemistries arising from organic solvent decomposition during battery cycling. Electrolyte solvent and salt decomposition have also been identified as limiting factors for rechargeability of the battery. Although lithium trifluorosulfonamide (LiTFSI) dissolved in 1,2-dimethoxyethane (DME) has been shown to be a promising solvent/electrolyte candidate for Li-O-2 batteries, significant challenges remain, namely minimizing decomposition of both the solvent and electrolyte salt during battery cycling. Herein, we provide spectroscopic labeling studies to identify the source of H-2 at high potentials during charge and propose a decomposition pathway for DME to lithium formate and acetate products at low potentials. NMR studies were preformed to show that DME decomposes to lithium formate and acetate in aqueous Li2O2, products which are also observed after D2O workups on cathodes after discharge. Finally, we use density functional theory (DFT) to elucidate a mechanistic pathway for DME decomposition that is based on processes. known organic oxidation",9
"Alkali metal salts with trifluoromethanesulfonimide anions ([N(SO2CF3)(SO2R)](-)) are intriguing electrolyte components for high-performance rechargeable batteries, owing to their good thermal, chemical, and electrochemical stability. (Chlorosulfonyl)(trifluoromethanesulfonyl)imide (HN[(SO2Cl)(SO2CF3)], H[ClTFSI]) is a crucial precursor to access these important sulfonimide salts. In this work, the chemical properties of H[ClTFSI] in the presence of various kinds of tertiary amines are systematically investigated. It has been demonstrated that H[ClTFSI] possesses versatile reactive pathways under different reaction conditions, mainly including neutralization, nucleophilic substitution, and intra-/inter-molecular eliminative reactions. These reactions give a wide array of new compounds that are of great interest for battery use, particularly the sulfonimide-based zwitterion compounds with sufficient chemical and thermal stability (>190 degrees C). The present work provides a useful guideline for utilizing H[ClTFSI] as an efficient and versatile building block for battery electrolytes.",10
"The quantification of lithium ion battery electrolyte additives provides challenges in terms of methods and instrumentation. In this work, the detectability of the flame retardant additive tris(2,2,2-trifluoroethyl) phosphite (TTFPi) differs unusually when added to a standard electrolyte (1 M LiPF6 in ethylene carbonate (EC) : dimethyl carbonate (DMC) 1 : 1 wt%) using gas chromatography with a flame ionization detector (GC-FID). In this work, nuclear magnetic resonance (NMR), ion trap time of flight mass spectrometry (IT-TOF (TM) MS) and gas chromatography-mass spectrometry (GC-MS) are used to investigate a pure TTFPi solution and a standard battery electrolyte with TTFPi as an additive with regard to parasitic TTFPi consuming reactions and different TTFPi concentrations, respectively. NMR and IT-TOF (TM) MS measurements confirm the chemical stability of the TTFPi/standard electrolyte mixture and concentration dependent GC-MS and GC-FID experiments indicate a premature FID saturation limit for TTFPi in presence of standard electrolyte. The findings explain the counterintuitive absence of TTFPi for higher concentrations and provide important information for future sample preparation.",0
"In this work we analyzed the cathodic reactions of an important ionic liquid (IL) based electrolyte solution, namely lithium bis(trifluoromethylsulfonyl)imide (LiTFSI)/N-methyl-N-methylpyrrolidinium (BMP) TFSI. In situ FTIR spectroscopy was used for the analysis of gaseous products of the electrochemical decomposition of this IL solution during cathodic polarization of lithium metal and graphite electrodes. The main volatile product of the reductive decomposition of the anion in these BMPTFSI solutions is trifluoromethane. BMP cations decompose to mixtures of tertiary amines and hydrocarbons. The composition of the products is influenced by the nature of the anode material. Graphite possesses a catalytic activity in the electroreduction process of BMP cations which occurs along with their intercalation into the graphite structure. The liquid phase after cathodic polarization of graphite electrodes was analyzed by multinuclear NMR spectroscopy coupled with FTIR spectroscopy. 15N NMR and FTIR spectra revealed an increase in the Li cations content in the electrolyte solution, as a result of BMP cations decomposition during repeated cycling of graphite electrodes.",0
"Rechargeable zinc (Zn) metal batteries are attractive for use as electrochemical energy storage systems on a global scale because of the low cost, high energy density, inherent safety, and strategic resource security of Zn metal. However, at low temperatures, Zn batteries typically suffer from high electrolyte viscosity and unfavorable ion transport properties. Here, we studied reversible Zn electrodeposition in mixtures of 1-ethyl-3-methyl-imidazolium bis(trifluoromethylsulfonyl)imide ([EMIm]TFSI) ionic liquid, gamma-butyrolactone (GBL) organic solvent, and Zn(TFSI)(2) zinc salt. The electrolyte mixtures enabled reversible Zn electrodeposition at temperatures as low as -60 degrees C. An electrolyte composed of 0.1 M Zn(TFSI)(2) in [EMIm]TFSI:GBL with a volume ratio of 1:3 formed a deep eutectic solvent that optimized electrolyte conductivity, viscosity, and the zinc diffusion coefficient. Liquid-state H-1 and C-13 nuclear magnetic resonance (NMR) spectroscopy and molecular dynamic (MD) simulations indicate increased formation of contact ion pairs and the reduction of ion aggregates are responsible for the optimal composition.",6
"Polymer electrolyte membrane based on sulfonated poly(phenylene oxide) (sPPO) with high proton conductivity was prepared and its characteristics for VRFB were analyzed. Synthesis of sPPO polymer was confirmed by FT-IR and NMR analysis, and the basic properties of polymer electrolyte membrane were tested by DSC, water uptake, and dimensional change. Thermal and physical properties of sPPO polymer electrolyte membrane were in correspondence with DuPont's Nafion 115 membrane, which is commonly used for VRFB. In conclusion, it was found that sPPO with low cost and high performance can be an alternative polymer electrolyte membrane to commercial Nafion membrane.",9
"Aminoalkylsilanes with oligo(ethylene oxide) units were designed and synthesized as multifunctional electrolyte additives for lithium-ion batteries. The chemical structures were fully characterized by nuclear magnetic resonance (NMR) spectroscopy and their thermal properties, viscosities, electrochemical windows, and ionic conductivities were systematically measured. With adding one of these compounds (1 vol. %, DSC3N1) in the baseline electrolyte 1.0 M LiPF6 in EC: DEC (1:1, in volume), Li/LiCoO2 half cell tests showed an improved cyclability after 100 cycles and improved rate capability at 5C rate condition. Electrochemical impedance spectroscopy (EIS), X-ray photoelectron spectroscopy (XPS), and energy dispersive spectroscopic (EDS) analysis confirmed the acid scavenging function and film forming capability of DSC3N1. These results demonstrated that the multifunctional organosilicon compounds have considerable potential as additives for use in lithium-ion batteries.",0
"Negative electrodes for lithium-ion batteries containing a hard carbon with different binders were characterised by Li-7 NMR experiments. The spectra of unwashed lithiated electrodes, although different in profile and position at room temperature for the different binders used, exhibited a common feature at temperatures lower than 200 K, namely the presence of three signals, in addition to that of the electrolyte salt, similar whatever the electrode technology. They were assigned to covalently bonded, intercalated and pseudo-metallic lithium species, respectively. At room temperature, an exchange was observed between at least two of these signals; its characterisation is complicated by the paramagnetic nature of some of the components which induces a change in their position and width upon heating simultaneously with the exchange process. (C) 2000 Published by Elsevier Science B.V. All rights reserved.",10
"A gel polymer electrolyte based on the blend of poly(methyl methaerylate-co-acrylonitrile-co-lithium methacrylate) (PMAML) and poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) was prepared and characterized. The synthesized PMAML were characterized by FTIR and H-1 NMR, respectively, and the surface morphology of the PMAML and PVDF-HFP blend membrane was also observed by scanning electron microscope (SEM). The electrochemical properties of composite electrolyte membranes were studied. The ionic conductivity of the polymer electrolyte composed of 75 wt.% 1 M LiBF4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (EC:DMC = 1:1 by weight) was about 2.6 x 10(-3) S cm(-1) at ambient temperature. The electrochemical window of the polymer electrolyte was about 4.6 V determined from the linear sweep voltarnmetry plot. The lithium ion polymer batteries were assembled by sandwiching gel polymer electrolyte between LiCoO2 cathode and mesophase carbon fibre (MPCF) anode. Charge-discharge test results display that lithium ion batteries with these gel polymer electrolytes have good electrochemical performance. (C) 2003 Elsevier Ltd. All rights reserved.",3
"During multivalent ions insertion processes, intense electrostatic interaction between charge carriers and host makes the high-performance reversible Al3+ storage remains an elusive target. On account of the strong electrostatic repulsion and poor robustness, Prussian Blue analogues (PBAs) suffer severely from the inevitable and large strain and phase change during reversible Al3+ insertion. Herein, we demonstrate an entropy-driven strategy to realize ultralong life aqueous Al-ion batteries (AIBs) based on medium entropy PBAs (ME-PBAs) host. By multiple redox active centers introduction, the intrinsic poor conductivity can be enhanced simultaneously, resulting in outstanding capabilities of electrochemical Al3+ storage. Meanwhile, the co-occupation at metal sites in PBA frameworks can also increase the M−N bond intensity, which is beneficial for constraining the phase change during consecutive Al3+ reversible insertion, to realize an extended lifespan over 10,000 cycles. Based on the calculation at different operation states, the fluctuation of ME-PBA lattice parameters is only 1.2 %. Assembled with MoO3 anodes, the full cells can also deliver outstanding electrochemical properties. The findings highlight that, the entropy regulation strategy could uncover the isochronous constraint on both strain and phase transition for long-term reversible Al3+ storage, providing a promising design for advanced electrode materials for aqueous multivalent ions batteries.",9
"Rechargeable aluminum batteries (Al batteries) can potentially be safer, cheaper, and deliver higher energy densities than those of commercial Li-ion batteries (LIBs). However, due to the very high charge density of Al3+ cations and their strong interactions with the host lattice, very few cathode materials are known to be able to reversibly intercalate these ions. Herein, a rechargeable Al battery based on a two-dimensional (2D) vanadium carbide (V2CTx) MXene cathode is reported. The reversible intercalation of Al3+ cations between the MXene layers is suggested to be the mechanism for charge storage. It was found that the electrochemical performance could be significantly improved by converting multilayered V2CTx particles to few-layer sheets. With specific capacities of more than 300 mAh g–1 at high discharge rates and relatively high discharge potentials, V2CTx MXene electrodes show one of the best performances among the reported cathode materials for Al batteries. This study can lead to foundations for the development of high-capacity and high energy density rechargeable Al batteries by showcasing the potential of a large family of intercalation-type cathode materials based on MXenes.",4
"Rechargeable aluminum batteries (RABs) are amongst the most promising post-lithium energy storage systems (ESS) with a substantially higher specific volumetric capacity (8046 mA h cm−3), higher safety and lower cost. The development of such efficient and low cost ESSs is essential in order to meet the future energy storage demands of modern society. In recent years, a number of research articles have been reported on the evolution of cathode materials for RABs, which makes a critical review timely in order to provide inspiration for future research. This article highlights the cathode materials developed specifically for RABs, in detail, the development of carbon-based cathode materials, and then that of transition metal oxide (TMO), sulfide and chloride based cathode materials and then finally, a few other cathode materials are also discussed. Accordingly, future perspectives and opportunities are highlighted.",4
"Rechargeable batteries based on an abundant metal such as aluminum with a three-electron transfer per atom are promising for large-scale electrochemical energy storage. Aluminum can be handled in air, thus offering superior safety, easy fabrication, and low cost. However, the development of Al-ion batteries has been challenging due to the difficulties in identifying suitable cathode materials. This study presents the use of a highly open framework Mo2.5 +  y VO9 +  z as a cathode for Al-ion batteries. The open-tunnel oxide allows a facile diffusion of the guest species and provides sufficient redox centers to help redistribute the charge within the local host lattice during the multivalent-ion insertion, thus leading to good rate capability with a specific capacity among the highest reported in the literature for Al-based batteries. This study also presents the use of Mo2.5 +  y VO9 +  z as a model host to develop a novel ultrafast technique for chemical insertion of Al ions into host structures. The microwave-assisted method employing diethylene glycol and aluminum diacetate (Al(OH)(C2H3O2)2) can be performed in air in as little as 30 min, which is far superior to the traditional chemical insertion techniques involving moisture-sensitive organometallic reagents. The Al-inserted Al x Mo2.5 +  y VO9 +  z obtained by the microwave-assisted chemical insertion can be used in Al-based rechargeable batteries.",5
"Aluminum (Al) based rechargeable batteries offer the possibilities of safety, high energy density and low cost. Graphene with excellent mechanical properties and high electronic conductivity contributes to the excellent long-term cycle stability and superior rate performance, rendering it an attractive cathode material for Al batteries. However, the synthesis process of the high quality graphene, which is high energy consumption and complex, is not appropriate for the mass application of Al batteries. In this work, we presented a cost-effective and low-temperature (600 °C) synthesis of edge-rich graphene paper for the cathode of Al batteries. The edge-rich and interconnected design of graphene could effectively improve its performance in Al batteries. A reversible capacity as high as 128 mA h g−1 was achieved at 2000 mA g−1. It also displayed a superior cycling stability, displaying no capacity decay and a Coulombic efficiency higher than 99.2% after 20,000 cycles at even a high current density of 8000 mA g−1. Significantly, this novel cathode material would present a new opportunity for the practical application of Al batteries.",4
"Aluminum metal is a promising anode material for next generation rechargeable batteries owing to its abundance, potentially dendrite-free deposition, and high capacity. The rechargeable aluminum/sulfur (Al/S) battery is of great interest owing to its high energy density (1340 Wh kg−1) and low cost. However, Al/S chemistry suffers poor reversibility owing to the difficulty of oxidizing AlSx. Herein, we demonstrate the first reversible Al/S battery in ionic-liquid electrolyte with an activated carbon cloth/sulfur composite cathode. Electrochemical, spectroscopic, and microscopic results suggest that sulfur undergoes a solid-state conversion reaction in the electrolyte. Kinetics analysis identifies that the slow solid-state sulfur conversion reaction causes large voltage hysteresis and limits the energy efficiency of the system.",7
"The discharge characteristics of aluminium in inhibited and uninhibited 4 M KOH at 50°C have been explored. The performance of pure aluminium as a fuel is compared with that for two leading alloy fuels that had been evaluated in our previous work, Alloy BDW (Al−1Mg−0.1In−0.2Mn) and Alloy 21 (Al−0.2Ga−0.1In−0.1Tl). The inhibitors employed in this study, SnO 2− 3 , In(OH)3, BiO 3− 3 , Ga(OH) − 4 , MnO 2− 4 , and binary combinations thereof, are either present in Alloys BDW and 21 or have been investigated previously (SnO 2− 3 ). We found that potassium manganate (K2MnO4) and Na2SnO3+In(OH)3 are effective inhibitor systems, particularly at high discharge rates (400 mA cm−2), but at low discharge rates only manganate offers a significant advantage in coulombic efficiency over the uninhibited solution. Alloy BDW exhibits a very low open circuit (standby) corrosion rate, but its coulombic efficiency under discharge, as determined by delineating the partial anodic and cathodic reactions, was found to be no better than that of aluminium in the same uninhibited solution. Alloy 21 was found to exhibit a comparable performance to Alloy BDW under open circuit conditions and a much higher coulombic efficiency at low discharge rates (100 mA cm−2), but the performance of this alloy under high discharge rate conditions was not determined. Alloy 21 has the significant disadvantage that it contains thallium.",4
"We report 1-(dimethylamino) pyrrole (PyDMA) as an electrolyte additive for high voltage lithium-ion batteries based on LiNi0.6Mn0.2Co0.2O2 (NMC622)//Graphite with an upper cutoff voltage of 4.4 V. Density Functional Theory (DFT) modeling indicates that the unique structure of PyDMA could be effective in preventing the hydrolysis of LiPF6 in a carbonate electrolyte, mitigating issues related to HF formation. The calculations also indicated that the additive would oxidize at lower potentials than typical electrolyte solvents, which could lead to protective films at the cathode surface. These expectations were tested using Nuclear Magnetic Resonance (NMR) and extensive electrochemical characterization. NMR studies confirmed the superb dehydrating capability of PyDMA, which successfully prevents HF formation even at high water content. Addition of 0.5 wt% PyDMA resulted in improved capacity retention in full-cells, and also in lower levels of transition metal dissolution from the cathode. Incremental capacity (dQ/dV) analysis indicates that benefits of PyDMA at low concentration (0.5-1 wt%) are associated with decreased rates of Li+-trapping reactions, and that higher concentrations of the additive can lead to isolation of cathode domains. Our study indicates that PyDMA could be a promising electrolyte additive for high voltage lithium-ion batteries at a low concentration.",16
"The continuous solid-electrolyte interphase (SEI) accumulation has been blamed for the rapid capacity loss of carbon anodes in Na and K ethylene carbonate (EC)/diethyl carbonate (DEC) electrolytes, but the understanding of the SEI composition and its formation chemistry remains incomplete. Here, we explain this SEI accumulation as the continuous production of organic species in solution-phase reactions. By comparing the NMR spectra of SEIs and model compounds we synthesized, alkali metal ethyl carbonate (MEC, M = Na or K), long-chain alkali metal ethylene carbonate (LCMEC, M = Na or K), and poly(ethylene oxide) (PEO) oligomers with ethyl carbonate ending groups are identified in Na and K SEIs. These components can be continuously generated in a series of solution-phase nucleophilic reactions triggered by ethoxides. Compared with the Li SEI formation chemistry, the enhancement of the nucleophilicity of an intermediate should be the cause of continuous nucleophilic reactions in the Na and K cases.",4
"High Li+ transference number electrolytes have attracted recent interest as a means to improve the energy density and rate capabilities of current lithium ion batteries. Here the viscosity and transport properties of a sulfonated polysulfone/poly(ethylene glycol) copolymer that displays both high transference number and high conductivity when dissolved in dimethyl sulfoxide (DMSO) are investigated for the first time in a battery-relevant solvent of nearly equivalent dielectric constant: mixed ethylene carbonate (EC)/dimethyl carbonate (DMC). The addition of a binary salt to each solution is investigated as a means to improve conductivity, and the diffusion coefficient of each species is tracked by pulse field gradient nuclear magnetic resonance (PFG-NMR). Through the Li-7 NMR peak width and quantum chemistry calculations of the dissociation constant, it is shown that although the two solvent systems have nearly equivalent dielectric constants, the conductivity and transference number of the EC/DMC solutions are significantly lower as a result of poor dissociation of the sulfonate group on the polymer backbone. These results are the first study of polyelectrolyte properties in a battery-relevant solvent and clearly demonstrate the need to consider solvent properties other than the dielectric constant in the design of these electrolytes.",8
"The lithium-sulfur (Li-S) technology is the most promising candidate for next-generation batteries due to its high theoretical specific energy and steady progress for applications requiring lightweight batteries such as aviation or heavy electric vehicles. For these applications, however, the rate capability of Li-S cells requires significant improvement. Advanced electrolyte formulations in Li-S batteries enable new pathways for cell development and adjustment of all components. However, their rate capability at pouch cell level is often neither evaluated nor compared to state of the art (SOTA) LiTFSI/dimethoxyethane/dioxolane (LITFSI: lithium-bis(trifluoromethylsulfonyl)imide) electrolyte. Herein, the combination of the sparingly polysulfide (PS) solvating hexylmethylether/1,2-dimethoxyethane (HME/DME) electrolyte and highly conductive carbon nanotube Buckypaper (CNT-BP) with low porosity was evaluated in both coin and pouch cells and compared to dimethoxyethane/dioxolane reference electrolyte. An advanced sulfur transfer melt infiltration was employed for cathode production with CNT-BP. The Li+ ion coordination in the HME/DME electrolyte was investigated by nuclear magnetic resonance (NMR) and Raman spectroscopy. Additionally, ionic conductivity and viscosity was investigated for the pristine electrolyte and a polysulfide-statured solution. Both electrolytes, DME/DOL-1/1 (DOL: 1,3-dioxolane) and HME/DME-8/2, are then combined with CNT-BP and transferred to multi-layered pouch cells. This study reveals that the ionic conductivity of the electrolyte increases drastically over state of (dis)charge especially for DME/DOL electrolyte and lean electrolyte regime leading to a better rate capability for the sparingly polysulfide solvating electrolyte. The evaluation in prototype cells is an important step towards bespoke adaption of Li-S batteries for practical applications.",3
"Herein, a novel cellulose derivative has been synthesized and investigated as a nature-derived solid polymer electrolyte for lithium batteries. Cellulose is oxidized in a two-step process to dicarboxylic acid cellulose to allow for grafting low molecular weight poly(ethylene glycol) monomethyl ether (550 g mol(-1)) via Fischer-Speier esterification at the thus obtained carboxyl groups. The chemical structure of the synthesized materials is confirmed by Fourier-transform infrared (FT-IR) and nuclear magnetic resonance (NMR) spectroscopy as well as X-ray diffraction. Incorporating lithium bis(trifluoromethane-sulfonyl)imide (LiTFSI) as conducting salt and Nbutyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide (Pyr(14)TFSI) ionic liquid as plasticizer results in the realization of an amorphous and solvent-free solid polymer electrolyte. These electrolyte membranes are characterized by high thermal and electrochemical stability and ionic conductivities of about 1x10(-5) S cm(-1) at 20 degrees C and 2.5x10(-4) S cm(-1) at 80 degrees C, which enables very stable lithium stripping and plating for more than 800 h.",12
"Non-aqueous Mg-ion batteries offer a promising way to overcome safety, costs, and energy density limitations of state-of-the-art Li-ion battery technology. We present a rigorous analysis of the magnesium aluminum chloride complex (MACC) in tetrahydrofuran (THF), one of the few electrolytes that can reversibly plate and strip Mg. We use ab initio calculations and classical molecular dynamics simulations to interrogate the MACC electrolyte composition with the goal of addressing two urgent questions that have puzzled battery researchers: (i) the functional species of the electrolyte, and (ii) the complex equilibria regulating the MACC speciation after prolonged electrochemical cycling, a process termed as conditioning, and after prolonged inactivity, a process called aging. A general computational strategy to untangle the complex structure of electrolytes, ionic liquids and other liquid media is presented. The analysis of formation energies and grand-potential phase diagrams of Mg-Al-Cl-THF suggests that the MACC electrolyte bears a simple chemical structure with few simple constituents, namely the electro-active species MgCl+ and AlCl4- in equilibrium with MgCl2 and AlCl3. Knowledge of the stable species of the MACC electrolyte allows us to determine the most important equilibria occurring during electrochemical cycling. We observe that Al deposition is always preferred to Mg deposition, explaining why freshly synthesized MACC cannot operate and needs to undergo preparatory conditioning. Similarly, we suggest that aluminum displacement and depletion from the solution upon electrolyte resting (along with continuous MgCl2 regeneration) represents one of the causes of electrolyte aging. Finally, we compute the NMR shifts from shielding tensors of selected molecules and ions providing fingerprints to guide future experimental investigations.",3
"Ethylene carbonate (EC) is the most widely used electrolyte solvent in lithium ion batteries, but it fails to form a stable passivation layer on materials such as Si and Li metal, which will enable the long-term cycling of the next- generation high-capacity lithium ion batteries containing these anode materials. High concentrations of soluble degradation products are detected in the electrolyte after prolonged cycling, but the chemical structures of these species remain unclear. Here, we used 1D, 2D, and diffusion NMR techniques combined with mass spectrometry to analyze electrolyte-containing C-13-labeled EC, and we report on the formation of a series of linear oligomers consisting of ethylene oxide and carbonate fragments with methoxide end groups as the major soluble degradation products of EC. Oligomers with methoxide terminals are likely to have weak interaction toward the electrode; thus, they easily detach from the electrode and are unable to passivate the surface, which may explain the origin of the capacity fade for high-capacity Si-based or Li metal anodes.",0
