abstract,label
"Gel polymer electrolyte (GPE) membranes containing poly(vinylidene fluoride) (PVDF), PVDF/SiO2-g-poly(methyl methacrylate) (PMMA) and PVDF/SiO2-g-p(methyl methacrylate-co-hydroxyl ethyl methacrylate) (PMMA-co-HEMA) organic-inorganic hybrid nanoparticles were prepared by phase inversion method, in which PMMA and P(MMA-co-HEMA) were successfully grafted onto the surface of SiO2 nanoparticles by the atom transfer radical polymerization method. The structure and properties of the membranes were characterized using the Fourier transform infrared spectroscopy (FT-IR), H-1 nuclear magnetic resonance (H-1 NMR), thermal gravimetric analysis (TGA), differential scanning calorimetry (DSC) and scanning electron microscopy (SEM) techniques. In addition, the performances of pristine PVDF and PVDF nanocomposites based gel polymer electrolytes in terms of ionic conductivity, linear sweep voltammetry (LSV), C-rate and cycling performance were investigated. The performance of the prepared membranes combined with 1 M LiClO4 in propylene carbonate improved by introducing HEMA groups (GPE3). The ionic conductivity of GPE3 was 2.63 mS cm(-1) at 298 K. The electrochemical stability window of SiO2-g-P(MMA-co-HEMA) containing GPE was established to be as high as 4.8 V (vs. Li/Li+). Besides, the Li/LiMn2O4 cell with the GPE3 showed excellent cyclic stability and rate performance. The results suggest the GPE3 is promising to be applied for rechargeable Li batteries with high safety and long cycle life.",0
"Despite growing interest in calcium (Ca)-based batteries for sustainable energy storage, there are a limited number of electrolytes that enable the reversible plating/stripping of Ca metal. Consequently, an understanding of the interplay between electrolyte formulation, solid electrolyte interphase (SEI) composition, and electrochemical performance lags behind that of other alkali and alkaline-earth batteries. In this context, this study examines how plating/stripping behavior and SEI formation are modulated by differential changes in solvent composition and the resulting Ca2+-anion speciation in borohydride electrolytes comprising ether solvent blends. Starting with the baseline electrolyte 1 M Ca(BH4)(2) in tetrahydrofuran (THF), THF was systematically replaced by 1,2-dimethoxyethane (G1) or bis(2-methoxyethyl) ether (G2) over a range of Gx:Ca2+ molar ratios (0-4:1 G1:Ca2+ or 0-3:1 G2:Ca2+). Replacement of THF by glymes increased the plating overpotential and decreased the Coulombic efficiency of Ca plating/stripping, and a marked decrease in electrochemical activity occurred at a composition threshold for each glyme. Comparison between the X-ray photoelectron spectra of electrolyte-soaked Ca and electrodeposited Ca revealed a relative increase in organic C-O species and a decrease in borate species in the electrochemically-formed SEI with increased glyme proportion in the electrolyte. NMR and Raman spectroscopy connected SEI composition to differential Ca2+ coordination, as glymes displace THF from the Ca2+ coordination environment, weaken Ca2+-BH4- interactions, and prompt BH4- reorganization. Overall, BH(4)(-)facilitated solvent decomposition governs Ca electrochemistry in these systems, as coordinated THF promotes beneficial borate formation but coordinated glymes limit such phases, leading to Ca2+-blocking phases in the SEI. These findings delineate future directions to modulate Ca(BH4)(2) coordination toward improving electrolyte reversibility by considering the O-donating ability of the coordinating solvent.",16
"Synthesis of phosphorus containing polyethers and their lithium-ion conductivities for the potential use as solid polymer electrolyte (SPE) in high-energy density lithium-ion batteries have been described. Co-polymerization of butyl bis(hydroxymethyl)phosphine oxide with three different dibromo monomers were carried out to produce three novel phosphorous containing polyethers (P1-P3). These polymers were obtained via nucleophilic substitution reactions and were characterized by H-1, P-31 NMR spectral data and gel permeation chromatography. SPEs were prepared using polyethers (P1 and P2) with various amounts of lithium bis(trifluoromethanesulfonyl)imide (LiTFSI). The lithium-ion conductivity of SPE2 containing 40 wt% of LiTFSI was 2.1 x 10(-5) S cm(-1) at room temperature and 3.7 x 10(-4) S cm(-1) at 80A degrees C.",0
"The surface reactions of electrolytes with a silicon anode in lithium ion cells have been investigated The investigation utilizes two novel techniques that are enabled by the use of binder-free silicon (BF-Si) nanoparticle anodes. The first method, transmission electron microscopy with energy dispersive X-ray spectroscopy, allows straightforward analysis of the BF-Si solid electrolyte interphase (SEI). The second method utilizes multi-nuclear magnetic resonance spectroscopy of D2O extracts from the cycled anodes. The TEM and NMR data are complemented by XPS and FTIR data, which are routinely, used for SEI studies. Coin cells (BF-Si/Li) were cycled in electrolytes containing LiPF6 salt and ethylene carbonate or fluoroethylene carbonate solvent Capacity retention was significantly better for cells cycled with LiPF6/FEC electrolyte than for cells cycled with LiPF6/EC electrolyte. Our unique combination of techniques establishes that for LiPF6/EC electrolyte the BF-Si SEI continuously grows during the first 20 cycles and the SEI becomes integrated with the BF-Si nanoparticles. The SEI predominantly contains lithium ethylene dicarbonate, LiF, and LixSiOy. BF-Si electrodes cycled with LiPF6/FEC electrolyte have a different behavior; the BF-Si nanoparticles remain relatively distinct from the SEI. The SEI predominantly contains LiF, LixSiOy, and an insoluble polymeric species.",0
"Anion exchange membranes (AEMs) find widespread applications as an electrolyte and/or electrode binder in fuel cells, electrodialysis stacks, flow and metal-air batteries, and electrolyzers. AEMs exhibit poor stability in alkaline media; their degradation is induced by the hydroxide ion, a potent nucleophile. We have used 2D NMR techniques to investigate polymer backbone stability (as opposed to cation stability) of the AEM in alkaline media. We report the mechanism behind a peculiar, often-observed phenomenon, wherein a demonstrably stable polysulfone backbone degrades rapidly in alkaline solutions upon derivatization with alkaline stable fixed cation groups. Using COSY and heteronuclear multiple quantum correlation spectroscopy (2D NMR), we unequivocally demonstrate that the added cation group triggers degradation of the polymer backbone in alkaline via quaternary carbon hydrolysis and ether hydrolysis, leading to rapid failure. This finding challenges the existing perception that having a stable cation moiety is sufficient to yield a stable AEM and emphasizes the importance of the often ignored issue of backbone stability.",15
"In this study, we experimentally measure the viscosity, eta, and ionic conductivity, sigma, of 1 mol kg(-1) LiPF6 dissolved in a binary solvent of ethylene carbonate (EC) and propylene carbonate (PC) by varying the EC content from 0 to 60vol%. Replacing EC with PC does not significantly influence on the mechanism of flow and ionic conduction. The state of solvent solvating to Li+ is analyzed using Raman spectra and C-13-NMR; the quantitative analysis suggests that the preference of EC in the Li+ solvation shell is almost similar to that of PC. The diffusion coefficient, D, of each species, Li+, PF6-, EC, and PC, is determined by pulse-gradient spin-echo NMR. In the electrolyte system dealt in this study, the molar conductivity is dominated by only the D of the charge carriers. The hydrodynamic Stokes radius of all constituent species is expressed in terms of D and eta using the Stokes-Einstein relation. As for coordinated-Li+, a comparison between the Stokes radius and the van der Waals radius or the radius considering the free volume suggests that Li+ diffuses while dragging not only a coordination shell that can be spectroscopically detected but also an outer shell that binds loosely to Li+. (C) The Author(s) 2021. Published by ECSJ.",0
"In this study, the microstructure of mangrove-charcoal-derived carbon (MC) was studied using XRD, STM and TEM. MC was found to consist of aligned quasi-spherical structural units with diameters of around 5-20 nm. It shows typical hard carbon characteristics, including a strongly disoriented single graphene layer and BSU, formed by two or three graphene layers stacked nearly parallel. Some curved and faceted graphene layers, especially closed carbon nanoparticles with fullerene-like, were observed in the as-prepared samples. MC was also evaluated as an anodic material for Li-ion batteries. MC carbonized at 1000 degrees C possessed the highest available discharge capacity (below 0.5V) of 335 mAh g(-1), the high first-cycle coulombic efficiency of 73.7%, good rate and cyclic capability and PC-based electrolyte compatibility. Li-7 nuclear magnetic resonance (NMR) spectra of fully lithiated mangrove charcoal-derived carbons indicated the co-existence of three Li species. (C) 2009 Elsevier Ltd. All rights reserved.",0
"Lithium-oxygen (Li-O-2) batteries offer considerably higher gravimetric energy density than commercial Li-ion batteries (up to three times) but suffer from poor power, cycle life, and round-trip efficiency. Tuning the thermodynamics and pathway of the oxygen reduction reaction (ORR) in aprotic electrolytes can be used to enhance the Li-O-2 battery rate and discharge capacity. In this work, we present a systematic study on the role of the solvent and anion on the thermodynamics and kinetics of Li+ORR, from which we propose a unified descriptor for its pathway and kinetics. First, by thoroughly characterizing the solvation environment of Li+ ions using Raman spectroscopy, Li-7 NMR, ionic conductivity, and viscosity measurements, we observe increasing Li+-anion interactions with increasing anion DN in low DN solvents such as 1,2-dimethoxy-ethane and acetonitrile but minimal Lr-anion interactions in the higher DN dimethyl sulfoxide. Next, by determining the electrolyte-dependent Li+/Li, TBA(+),O-2/TBA(+)-O-2, and Li+,O-2 /Li+-O-2-redox potentials versus the solvent-invariant Me(10)Fc reference potential, we show that stronger combined solvation of Li+ and O-2- ions leads to weaker Li+-O-2 coupling. Finally, using rotating ring disk electrode measurements, we show that weaker is Li+-O-2 coupling in electrolytes with strong combined solvation leads to an increased generation of soluble Li+-O-2-type species and faster overall kinetics during Li+ORR.",3
"Degradation of the electrochemical performance of LiFePO4 upon air exposure, assigned to a corrosion-type aging mechanism, implies the incorporation of hydroxyl groups and the formation of an amorphous tavorite-like phase at the surface. Using a carbon coating provides an efficient protection from this detrimental process but also modifies the surface in contact with the electrolyte. The formation and evolution of electrode/electrolyte interphases forming on both air-aged and carbon coated LiFePO4 are discussed based on combined quantitative Li-7, F-19 MAS NMR, EIS and EELS measurements. Concerning the air-aged LiFePO4, the electrode/electrolyte interactions are dominated by the dissolution of the active material and an exacerbated reaction of incorporated hydroxyl groups with the electrolyte salt, resulting in a LiF rich interphase. This dissolution of the outer part of active material particles is accompanied by the departure of the previously formed interphase and a new interphase is then formed on a newly exposed surface. The resistive LiF rich interphase passivates the active material particles during cycling, forming a resistive film, hindering both Li ion transfer and material corrosion. Cellulose acetate based carbon coating prevents air-aging but yields to an accumulation of organic lithiated species, allowing Li transfer and maintaining good electrochemical performance. (C) 2013 Elsevier B.V. All rights reserved.",0
"We study the aqueous solvation dynamics of lithium ions using nuclear magnetic resonance spectroscopy, molecular dynamics, and viscosity measurements. Several relaxation mechanisms are examined to explain the strong increases of spin-lattice relaxation toward high concentrations. The use of both Li-6 and Li-7 isotopes is helpful to identify the quadrupolar contribution to the relaxation rate. In particular, it is found that the quadrupolar interaction constitutes the strongest contribution above a concentration of similar to 10 molal. The next-strongest contribution arises from interactions that scale with the square of the gyromagnetic ratio (mostly the dipolar interaction), and the experimental relaxation rates appear to be fully accounted for when these mechanisms are combined over the concentration range up to the saturation concentration. The study of solvation dynamics, particularly at high concentrations, could be of relevance for electrolyte dynamics in aqueous Li-ion rechargeable batteries.",0
"The future of lithium metal batteries as a widespread, safe and reliable form of high-energy-density rechargeable battery depends on a significant advancement in the electrolyte material used in these devices. Molecular solvent-based electrolytes have been superceded by polymer electrolytes in some prototype devices(1), primarily in a drive to overcome leakage and flammability problems, but these often exhibit low ionic conductivity and prohibitively poor lithium-ion transport(2-4). To overcome this, it is necessary to encourage dissociation of the lithium ion from the anionic polymer backbone, ideally without the introduction of competing, mobile ionic species. Here we demonstrate the effect of zwitterionic compounds, where the cationic and anionic charges are immobilized on the same molecule, as extremely effective lithium ion 'dissociation enhancers'. The zwitterion produces electrolyte materials with conductivities up to seven times larger than the pure polyelectrolyte gels, a phenomenon that appears to be common to a number of different copolymer and solvent systems.",1
"Motivated by its high surface area and electrical conductivity, reduced graphene oxide (rGO) flakes have been intensively studied as potential anode materials for lithium ion battery (LIB). The high capacity in rGO (600-1000 mA h g(-1)) compared to graphite (372 mA h g(-1)) suggest that a different lithiation mechanism may be operational in the former. The high capacity of rGO should be attributed to its high surface area and associated defective sites, however, these may act as trapping sites and undergo side reactions with the solvent and lithium ions to form the solid electrolyte interphase (SEI) upon lithiation, resulting in irreversible capacity loss (ICL) during the initial cycles. Elucidating the temporal evolution of SEI layer on rGO and quantifying the amount of trapped lithium will be useful in developing strategies to mitigate the ICL process. Herein, the Li intercalation mechanism in rGO and graphite was investigated using in situ Raman spectroscopy and in situ time-resolved nuclear magnetic resonance (NMR) to provide insights into the origins of the high capacity and ICL loss in rGO. Finally, the dynamic and static SEI passive layer formed on rGO flakes was monitored, and a method was developed to quantify the amount of Li+ trapped in the SEI layer.",0
"Ionic liquids (IL) composed of a quaternary ammonium cation having an ether chain, N,N-diethyl-N-methyl-N-(2-methoxyethyl)ammonium (DEME) are electrochemically stable and used in electric double layer capacitors and also one of important candidates to use lithium secondary batteries. In this study, three DEME-based ILs with anions BF4, CF3BF3, and N(SO2CF3)(2) were studied by measuring temperature dependences of ionic conductivity sigma, viscosity eta and density rho. Also ion diffusion coefficients D-anion and D-cation were obtained by NMR spectroscopy in the wide temperature range. Using the classical Stokes-Einstein (SE) and Nernst-Einstein (NE) equations, the relationships between eta and D, and sigma and D were evaluated. The lithium salt doping effects were studied by Li-7 NMR spectroscopy. The lithium ion diffusion was slower than other ion diffusion at every temperature. Arrhenius-type plots of Li-7 T-1 showed minima in the three doped samples. Then one-jump distance of lithium ion was estimated in the temperature range between 273 and 373 K.",0
"For the development of advanced batteries, it is essential to correlate information obtained from the characterization of materials to properties critical to the battery's performance. In situ/operando characterization and cells specifically designed to conduct such analyses have proven to be the best means of accomplishing that objective. However, complimentary analytical techniques are required to obtain a comprehensive understanding of those changes, pointing to a need for devices that allow for multimodal, in situ/operando characterization of materials and interfaces. This perspective briefly examines the evolution of in situ and operando devices and highlights important considerations in designing such devices. From that discussion arises a clear opportunity regarding the evolution of these devices: magnify their usefulness through incorporating near-simultaneous, multimodal capabilities to advance the development of electrochemical energy storage materials.",15
"In the past decade, there have been exciting developments in the field of lithium ion batteries as energy storage devices, resulting in the application of lithium ion batteries in areas ranging from small portable electric devices to large power systems such as hybrid electric vehicles. However, the maximum energy density of current lithium ion batteries having topatactic chemistry is not sufficient to meet the demands of new markets in such areas as electric vehicles. Therefore, new electrochemical systems with higher energy densities are being sought, and metal-air batteries with conversion chemistry are considered a promising candidate. More recently, promising electrochemical performance has driven much research interest in Li-air and Zn-air batteries. This review provides an overview of the fundamentals and recent progress in the area of Li-air and Zn-air batteries, with the aim of providing a better understanding of the new electrochemical systems.",16
"Flexible metal–air batteries, which are a promising candidate for implantation in wearable or rolling-up electronic devices, have attracted much attention recently due to their relatively high energy density. Various flexible metal–air batteries have been developed recently, including flexible nonaqueous lithium–air batteries, aqueous zinc–air batteries, and aqueous aluminum–air batteries. Although various viable configurations of flexible metal–air batteries have been proposed, challenges regarding electrode design, electrolyte exploitation, and low practical energy density, still exist. Here, a brief introduction is presented as to the recent development of flexible metal–air batteries, regarding the electrodes, electrolyte, and prototype devices. Also, a general perspective on the current challenges and recommended future research directions for the practical use of metal–air batteries is provided.",16
"As an emerging battery technology, metal–air flow batteries inherit the advantageous features of the unique structural design of conventional redox flow batteries and the high energy density of metal–air batteries, thus showing great potential as efficient electrochemical systems for large-scale electrical energy storage. This review summarizes the operating principles and recent progress of metal–air flow batteries from a materials and chemistry perspective, with particular emphasis on the latest advanced materials design and cell configuration engineering, which the authors divide into three categories based on the anode species: vanadium–air, zinc–air, and lithium–air flow batteries. Since some of the capabilities developed for metal–air static batteries can be leveraged for next-generation flow systems, classical works on conventional metal–air batteries are selected and compared with the metal–air flow systems, highlighting the prominent advantages of the latter in achieving high energy capacity and long cycle performance. At the end, a general perspective on current challenges/opportunities and future research directions to promote the commercial application of the metal–air flow battery technology is provided. The aim is to provide a comprehensive overview and to set up a road map for guiding development from conventional static to advanced flow technologies of metal–air batteries.",16
"Because of the remarkably high theoretical energy output, metal–air batteries represent one class of promising power sources for applications in next-generation electronics, electrified transportation and energy storage of smart grids. The most prominent feature of a metal–air battery is the combination of a metal anode with high energy density and an air electrode with open structure to draw cathode active materials (i.e., oxygen) from air. In this critical review, we present the fundamentals and recent advances related to the fields of metal–air batteries, with a focus on the electrochemistry and materials chemistry of air electrodes. The battery electrochemistry and catalytic mechanism of oxygen reduction reactions are discussed on the basis of aqueous and organic electrolytes. Four groups of extensively studied catalysts for the cathode oxygen reduction/evolution are selectively surveyed from materials chemistry to electrode properties and battery application: Pt and Pt-based alloys (e.g., PtAu nanoparticles), carbonaceous materials (e.g., graphene nanosheets), transition-metal oxides (e.g., Mn-based spinels and perovskites), and inorganic–organic composites (e.g., metal macrocycle derivatives). The design and optimization of air-electrode structure are also outlined. Furthermore, remarks on the challenges and perspectives of research directions are proposed for further development of metal–air batteries (219 references).",16
"An electrochemical cell consisting of cobalt ([Co-II/III(P3O9)(2)](4-/3-)) and vanadium ([V-III/II-(P3O9)(2)](3-/4-)) bistrimetaphosphate complexes as catholyte and anolyte species, respectively, was constructed with a cell voltage of 2.4 V and Coulombic efficiencies >90% for up to 100 total cycles. The [Co(P3O9)(2)](4-) (1) and [V(P3O9)(2)](3-) (2) complexes have favorable properties for flow-battery applications, including reversible redox chemistry, high stability toward electrochemical cycling, and high solubility in MeCN (1.09 +/- 0.02 M, [PPN](4) [1]center dot 2MeCN; 0.77 +/- 0.06 M, [PPN](3) [2]center dot DME). The [PPN](4)-[1]center dot 2MeCN and [PPN](3) [2]center dot DME salts were isolated as crystalline solids in 82 and 68% yields, respectively, and characterized by 31 P NMR, UV/vis, ESI-MS(-), and IR spectroscopy. The [PPN](4)[1]center dot 2MeCN salt was also structurally characterized, crystallizing in the monoclinic P2(1)/c space group. Treatment of 1 with [(p-BrC6H4)(3)N](+) allowed for isolation of the one-electron-oxidized spincrossover (SCO) complex, [Co(P3O9)(2)](3-) (3), which is the active catholyte species generated during cell charging. The success of the 1-2 cell provides a promising entry point to a potential future class of transition-metal metaphosphate-based all-inorganic non-aqueous redoxflow battery electrolytes.",16
"Nuclear magnetic resonance (NMR) spectroscopy and electrochemical techniques have been used to determine dominant failure modes of LiMn2O4-based positive electrode materials for lithium rechargeable batteries, and to elucidate the role of metal-formanganese substitution in the stabilization of the material toward electrochemical cycling on the 4 V plateau. Various compositions were cycled galvanostatically (C/15 rate) from 3.3 to 4.4 V vs. Li metal at room temperature using a 1 M LiPF6 in ethylene carbonate/dimethyl carbonate (1:2) electrolyte. A rapid capacity fade was observed for LiMn2O4, which was mitigated to varying extents by substitution of some of the Mn by other metals. After cycling, the Li-7 magic angle spinning (MAS) NMR peaks broadened, and the peaks assigned to lithium near defects increased in relative intensity. These changes were most pronounced for the poor-performing LiMn2O4, and were almost undetectable in the most robust compositions. The results for the cycled electrodes were compared to results for electrodes which had been exposed to model degradation processes chosen so as to mimic failure by one of the possible mechanisms proposed in the literature. This comparison provided substantial evidence that manganese dissolution and concomitant Li-for-Mn ion exchange at the end-of-discharge is the dominant mode of failure on the 4 V plateau. Cr substitution effectively mitigated this failure mode. (C) 2002 The Electrochemical Society.",0
"Out of the many challenges in the realization of lithium-O-2 batteries (LOB), the major is to deal with the instability of the electrolyte and the cathode interface under the stringent environment of both oxygen reduction and evolution reactions. Lithium nitrate was recently proposed as a promising salt for LOB because of its capability to stabilize the lithium anode by the formation of a solid electrolyte interphase, its low level of dissociation in aprotic solvents, and its catalytic effect toward oxygen evolution reaction (OER) in rechargeable LOB. Nevertheless, a deeper understanding of the influence of nitrate on the stability and electrochemical response of the cathode in LOB is yet to be realized. Additionally, it is well accepted that carbon instability toward oxidation therefore, it is essential to investigate the effect of electrolyte components on this side of the battery. In the present work, we show that nitrate leads to interfacial changes, which result in the formation of a surface protection domain on the carbon scaffold of LOB cathode, which helps in suppressing the oxidative damage of the carbon. This effect is conjugated with an additional electrocatalytic effect of the nitrate ion on the OER Using in operando online electrochemical mass spectroscopy, we herein deconvolute these two positive effects and show how they are dependent on nitrate concentration and the potential of cell operation. We show that a low amount of nitrate can exhibit the catalytic behavior; however, in order to harness its ability to suppress the oxidative damage and passivate the carbon surface, an excess of LiNO3 is required.",3
"Among post Li-ion battery technologies, Al-ion batteries are receiving growing attention due to the high abundance of Al, low cost, ease of handling in an ambient environment, and high theoretical capacities obtained from three-electron redox process. Here, the physicochemical properties of AlCl3 and urea mixtures known as deep eutectic solvents or ionic liquid analogs (ILAs) are investigated by changing the molar ratio of AlCl3/urea in the range of 1.0-1.6. Multinuclear (Al-27, C-13, H-1) nuclear magnetic resonance spectroscopy (NMR), electrochemical impedance spectroscopy (EIS), and linear sweep voltammetry (LSV) are used to determine the speciation of ionic moieties, ionic conductivity, and electrochemical stability of this complex system. On the basis of the composition-property results, 1.4 molar ratio of AlCl3/urea was selected as the best composition and was used as the electrolyte in an Al-cell made of Al anode and graphene nanoplatelets (GNP) cathode. The battery delivered a specific capacity of 74 mAh g(-1) at 100 mA g(-1), and it retained a specific capacity of similar to 40 mAh g(-1) at a very high current of 1000 mA g(-1). (C) 2020 Elsevier Ltd. All rights reserved.",5
"The metal-air batteries with the largest theoretical energy densities have been paid much more attention. However, metal-air batteries including Li-air/O2, Li-CO2, Na-air/O2, and Zn-air/O2 batteries, are complex systems that have their respective scientific problems, such as metal dendrite forming/deforming, the kinetics of redox mediators for oxygen reduction/evolution reactions, high overpotentials, desolution of CO2, H2O, etc. from the air and related side reactions on both anode and cathode. It should be the main direction to address these shortages to improve performance. Here, we summarized recently research progress in these metal-air/O2 batteries. Some perspectives are also provided for these research fields.",16
"Metal–air batteries have a theoretical energy density that is much higher than that of lithium-ion batteries and are frequently advocated as a solution toward next-generation electrochemical energy storage for applications including electric vehicles or grid energy storage. However, they have not fulfilled their full potential because of challenges associated with the metal anode, air cathode, and electrolyte. These challenges will have to be properly resolved before metal–air batteries can become a practical reality and be deployed on a large scale. Here we survey the current status and latest advances in metal–air battery research for both aqueous (e.g., Zn–air) and nonaqueous (e.g., Li–air) systems. An overview of the general technical issues confronting their development is presented, and our perspective on possible solutions is offered.",16
"With the ever-increasing demand for power sources of high energy density and stability for emergent electrical vehicles and portable electronic devices, rechargeable batteries (such as lithium-ion batteries, fuel batteries, and metal–air batteries) have attracted extensive interests. Among the emerging battery technologies, metal–air batteries (MABs) are under intense research and development focus due to their high theoretical energy density and high level of safety. Although significant progress has been achieved in improving battery performance in the past decade, there are still numerous technical challenges to overcome for commercialization. Herein, this mini-review summarizes major issues vital to MABs, including progress on packaging and crucial manufacturing technologies for cathode, anode, and electrolyte. Future trends and prospects of advanced MABs by additive manufacturing and nanoengineering are also discussed.",16
"With the development of renewable energy and electrified transportation, electrochemical energy storage will be more important in the future than it has ever been in the past. Although lithium-ion batteries (LIBs) are traditionally considered to be the most likeliest candidate thanks to their relatively long cycle life and high energy efficiency, their limited energy density as well as cost are still causing a bottleneck for their long-term application. Alternatively, metal–air batteries have been proposed as a very promising large-scale electricity storage technology with the replacement of the intercalation reaction mechanism by the catalytic redox reaction of a light weight metal–oxygen couple. Generally, based on the electrolyte, these metal–air batteries can be divided into aqueous and nonaqueous systems, corresponding to two typical batteries of Zn–air and Li–air, respectively. The prominent feature of both batteries are their extremely high theoretical energy density, especially for nonaqueous Li–air batteries, which far exceeds the best that can be achieved with LIBs. In this review, we focus on the major obstacle of sluggish kinetics of the cathode in both batteries, and summarize the fundamentals and recent advances related to the oxygen catalyst materials. According to the electrolyte, the aqueous and nonaqueous electrocatalytic mechanisms of the oxygen reduction and evolution reactions are discussed. Subsequently, seven groups of oxygen catalysts, which have played catalytic roles in both systems, are selectively reviewed, including transition metal oxides (single-metal oxides and mixed-metal oxides), functional carbon materials (nanostructured carbons and doped carbons), metal oxide–nanocarbon hybrid materials, metal–nitrogen complexes (non-pyrolyzed and pyrolyzed), transition metal nitrides, conductive polymers, and precious metals (alloys). Nonaqueous systems have the advantages of energy density and rechargeability over aqueous systems and have gradually become the research focus of metal–air batteries. However, there are considerable challenges beyond catalysts from aqueous to nonaqueous electrolytes, which are also discussed in this review. Finally, several future research directions are proposed based on the results achieved in this field, with emphasis on nonaqueous Li–air batteries.",16
"Several new sulfonium ionic liquids (ILs) with dicyanamide ([DCA](-)) and bis(trifluoromethylsulfonyl)imide ([TFSI](-)) counter anions have been synthesized. Their viscosity and ionic conductivity values were determined. The ILs with [DCA](-) were previously prepared by the metathesis reaction involving silver dicyanamide (AgDCA). We report here a very convenient and much less expensive method using an ion-exchange resin. The structures of these ILs have been confirmed by H-1-NMR, C-13-NMR, and elemental analysis. Some of these sulfonium ILs displayed low viscosity (< 30 cP) and high ionic conductivity (> 10 mS cm(-1)). A concluding remark on structure-property relationship has also been drawn involving alicyclic and cyclic sulfonium cations vs. [DCA](-) and [TFSI](-) anions.",16
"Liquid structures, transport properties, and electrochemical properties of binary mixtures of lithium bis(trifluoromethanesulfonyl)amide (LiTFSA) and dinitrile solvents [succinonitrile (SN), glutaronitrile (GN), and adiponitrile (ADN)] were investigated. In the LiTFSA/SN and LiTFSA/ADN systems, the stable crystalline solvates of LiTFSA-(SN)(1.5) [melting point (T-m): 59 degrees C] and LiTFSA-(ADN)(1.5) (T-m: 50 degrees C) were formed, respectively. In contrast, the LiTFSA/GN mixtures of a wide range of compositions were found to be glass-forming liquids at room temperature. Raman spectroscopy of LiTFSA/GN liquid mixtures revealed that increasing the LiTFSA concentration results in the formation of the solvent-bridged network structure Li+-GN-Li+. In addition, the considerable formation of contact ion pairs and ionic aggregates was observed in highly concentrated electrolytes. In the liquids, the Li+ ion dynamically exchanged ligands (GN and TFSA) and higher LiTFSA concentrations led to an increase in the ratio of the self-diffusion coefficients of Li+ and TFSA(-), D-Li/D-TFSA, as determined by pulsed field gradient NMR spectroscopy. The Li+ transference number (t(Li+)) of the [LiTFSA]/[GN] = 1/1.5 electrolyte in an electrochemical cell under anion-blocking conditions was estimated to be as high as 0.74. Furthermore, electrochemical measurements revealed that the reductive stability of the LiTFSA/GN electrolyte increases with increasing LiTFSA concentration. A [LiTFSA]/[GN] = 1/1.5 electrolyte is stable against the Li metal electrode, provided that the polarization is relatively small. Owing to high t(Li+), a Li-S battery with the [LiTFSA]/[GN] = 1/1.5 electrolyte showed a high rate discharge capability despite its low ionic conductivity (0.21 mS cm(-1)) at room temperature. Published under license by AIP Publishing.",0
"The water-in-salt concept has significantly improved the electrochemical stability of aqueous electrolytes, and the hybridization with organic solvents or ionic liquids has further enhanced their reductive stability, enabling cell chemistries with up to 150 Wh kg(-1) of active material. Here, a large design space is opened by introducing succinonitrile as a cosolvent in water/ionic liquid/succinonitrile hybrid electrolytes (WISHEs). By means of succinonitrile addition, the solubility limits can be fully circumvented, and the properties of the electrolytes can be optimized for various metrics such as highest electrochemical stability, maximum conductivity, or lowest cost. While excessive nitrile fractions render the mixtures flammable, careful selection of component ratios yields highly performant, nonflammable electrolytes that enable stable cycling of Li4Ti5O12-LiNi0.8Mn0.1Co0.1O2 full cells over a wide temperature range with strong rate performance, facilitated by the fast conformational dynamics of succinonitrile. The WISHEs allow stable cycling with a maximum energy density of approximate to 140 Wh kg(-1) of active material, Coulombic efficiencies of close to 99.5% at 1C, and a capacity retention of 53% at 10C relative to 1C.",9
"In order to develop new electrode and electrolyte materials for advanced sodium-ion batteries (SIBs), it is crucial to understand a number of fundamental issues. These include the compositions of the bulk and interface, the structures of the materials used, and the electrochemical reactions in the batteries. Solid-state NMR (SS-NMR) has unique advantages in characterizing the local or microstructure of solid electrode/electrolyte materials and their interfaces-one such advantage is that these are determined in a noninvasive and nondestructive manner at the atomic level. In this review, we provide a survey of the recent advances in the understanding of the fundamental issues of SIBs using advanced NMR techniques. First, we summarize the applications of SS-NMR in characterizing electrode material structures and solid electrolyte interfaces (SEI). In particular, we elucidate the key role of in-situ NMR/MRI in revealing the complex reactions and degradation mechanisms of SIBs. Next, the characteristics and shortcomings of SS-NMR and MRI techniques in SIBs are also discussed in comparison to similar Li-ion batteries. Finally, an overview of SS-NMR and MRI techniques for sodium batteries are briefly discussed and presented.",8
"Advanced rechargeable batteries with long cycle life, high safety and low cost through multiple electrochemically reversible reactions are practically attractive. Recently, aluminum-ion batteries have attracted extraordinary attention owing to their unique advantages, such as low cost, low flammability and high stability. Herein, we firstly introduce a reversible dual-graphite intercalation chemistry with simultaneous deposition of Al3+ and intercalation of AlCl4- in graphitic materials for a new aluminum-ion battery based on an ionic liquid electrolyte. This novel dual-graphite aluminum-ion battery (DGAB) shows excellent cycling life with a stable discharge capacity of ~70 mA h g−1 at 20 mA g−1, a superior cycling coulombic efficiency (98.5%) and great rate capability, retaining ~70 mA h g−1 over 600 continuous cycles. In addition, the battery offers a high discharge voltage approaching 2.1 V (vs. Al3+/Al). This work paves ways for further developing aluminum-ion batteries for the wide range of energy storage applications.",5
